FROM,TO,TIME,AIRLINE
ORD,LHR,06:00,LOT
MXP,AMS,23:15,RYR
ATL,DFW,00:10,AFR
MXP,HND,23:45,AAL
ATL,FRA,10:20,IBE
FRA,DXB,14:10,LOT
LHR,FCO,11:50,RYR
SIN,ZRH,19:10,IBE
LHR,DFW,22:20,AZA
DXB,FCO,21:20,ANA
FRA,FCO,03:15,ANA
SIN,CDG,21:05,IBE
JFK,LAX,18:00,ANA
JFK,PVG,02:15,FIN
FCO,MAD,02:55,BAW
LHR,ZRH,00:20,AAL
ZRH,MXP,17:20,AZA
HND,AMS,18:05,MAS
SIN,MAD,07:35,FIN
LHR,DXB,01:20,ANA
ZRH,PVG,08:25,AZA
ATL,DFW,02:40,AFR
DFW,ORD,18:15,AFL
NRT,AMS,20:20,BAW
MAD,ZRH,12:10,AFL
LAX,FCO,20:15,AFR
NRT,LAX,00:50,MAS
PVG,DFW,12:30,KLM
ZRH,CPT,11:45,RYR
AMS,LHR,21:15,KLM
ORD,MAD,16:35,IBE
ORD,ATL,17:10,UAL
PVG,HND,13:35,AFR
LAX,NRT,02:55,SWR
ATL,PVG,05:00,RYR
LAX,DFW,00:30,WZZ
ATL,DXB,12:55,AAL
HND,MXP,22:05,AZA
MXP,FCO,16:20,IBE
ATL,SIN,06:15,ANA
CPT,LAX,23:15,AEE
FRA,HND,19:00,UAL
CDG,CPT,12:10,AAL
ZRH,HND,15:00,IBE
ORD,HND,06:55,SWR
FRA,CPT,23:30,DLH
DXB,MAD,13:00,DLH
MAD,ZRH,14:00,RYR
CPT,CDG,14:50,AEE
DFW,DXB,11:20,AFL
HND,DXB,23:15,AAL
PVG,CDG,14:10,AFL
DXB,PVG,19:10,MAS
CDG,CPT,07:45,AAL
ATL,HND,21:10,AAL
ZRH,LHR,10:10,AFL
MXP,LAX,22:05,WZZ
AMS,MXP,04:50,UAL
SIN,ORD,03:05,MAS
PVG,ZRH,07:35,MAS
HND,MXP,16:05,IBE
MAD,DXB,08:00,FIN
SIN,MXP,14:55,LOT
FRA,ZRH,03:00,MAS
ATL,DXB,02:35,AZA
CDG,FCO,20:40,FIN
HND,NRT,17:35,IBE
FRA,AMS,16:20,DLH
FRA,ZRH,23:10,RYR
ZRH,SIN,20:35,WZZ
PEK,NRT,10:25,AFR
ZRH,SIN,12:05,SWR
SIN,CPT,17:15,FIN
LHR,MAD,22:25,AAL
ZRH,FCO,13:55,AZA
NRT,MXP,07:25,WZZ
NRT,FRA,16:45,BAW
LAX,DFW,01:25,LOT
JFK,LHR,09:45,AEE
SIN,ATL,18:10,KLM
JFK,LAX,15:05,FIN
AMS,ZRH,04:10,FIN
SIN,FCO,13:05,FIN
ORD,FCO,23:20,ANA
SIN,MXP,18:20,AEE
FCO,ZRH,17:50,KLM
ZRH,PEK,18:05,KLM
CDG,DFW,20:35,RYR
LHR,HND,20:25,LOT
SIN,CPT,07:00,BAW
MAD,ATL,16:20,SWR
ORD,HND,12:10,RYR
ZRH,PEK,21:40,SWR
DFW,CPT,22:55,AZA
SIN,PVG,14:55,SWR
ZRH,CDG,07:55,MAS
FRA,HND,06:55,FIN
MXP,PVG,14:30,AZA
MAD,SIN,20:40,AFR
LHR,MAD,08:55,FIN
CPT,AMS,22:50,DLH
DFW,NRT,17:30,AZA
CDG,LAX,05:00,RYR
NRT,DXB,12:25,AEE
AMS,ZRH,11:40,SWR
NRT,ZRH,00:20,MAS
SIN,HND,13:45,DLH
LAX,DFW,04:20,IBE
AMS,JFK,10:55,IBE
DFW,FCO,01:00,WZZ
LHR,PVG,14:10,SWR
DXB,CDG,08:30,SWR
CPT,FRA,01:35,UAL
MAD,JFK,14:20,UAL
CDG,MAD,05:50,WZZ
NRT,PEK,19:00,AFR
LAX,JFK,10:30,UAL
PVG,ATL,08:00,RYR
MXP,JFK,02:15,MAS
FCO,MXP,14:20,WZZ
FRA,AMS,05:40,FIN
DFW,HND,06:20,DLH
MXP,DXB,07:35,AZA
CPT,JFK,05:25,UAL
JFK,AMS,20:40,AFL
AMS,JFK,02:35,AZA
ORD,MAD,07:50,MAS
HND,ATL,10:15,RYR
FRA,MAD,10:15,SWR
CPT,DXB,17:00,KLM
HND,JFK,03:20,SWR
LAX,LHR,16:30,AEE
ORD,ATL,11:05,AZA
JFK,SIN,10:20,WZZ
LHR,AMS,13:45,AFR
DFW,LAX,17:40,IBE
DXB,JFK,06:05,AFR
PEK,MAD,15:35,MAS
NRT,MXP,09:00,AZA
FRA,DFW,18:15,MAS
ZRH,ORD,08:55,RYR
HND,ORD,08:50,FIN
MAD,FRA,18:10,AEE
CDG,LHR,16:55,AEE
CPT,FCO,16:40,ANA
MAD,SIN,16:55,IBE
ZRH,CDG,08:35,AAL
SIN,ATL,19:40,FIN
LAX,DFW,19:00,AFL
LHR,HND,19:55,RYR
NRT,SIN,04:30,DLH
ATL,LHR,23:00,AEE
HND,CPT,03:25,RYR
NRT,ZRH,07:40,AFR
DFW,ATL,07:45,AZA
MAD,FCO,06:55,UAL
DXB,LAX,19:55,AEE
SIN,NRT,07:30,IBE
SIN,ATL,13:20,AAL
DXB,FRA,06:05,WZZ
FCO,FRA,18:05,AZA
CDG,MXP,10:20,UAL
FRA,CDG,13:50,ANA
CDG,FCO,13:00,FIN
LAX,PEK,04:50,LOT
AMS,CPT,03:20,AFL
FCO,AMS,20:00,WZZ
NRT,MXP,01:15,AFR
MXP,LAX,20:45,WZZ
PEK,DFW,03:45,FIN
JFK,CPT,07:40,FIN
CDG,DFW,17:45,RYR
CPT,ZRH,14:05,FIN
MXP,JFK,07:35,AAL
ORD,AMS,20:15,MAS
NRT,HND,12:55,RYR
SIN,HND,04:05,KLM
ZRH,CDG,18:40,DLH
ATL,CDG,11:05,AFL
CDG,PVG,16:25,WZZ
PVG,AMS,09:30,LOT
LHR,DXB,17:00,AZA
FCO,HND,03:40,ANA
CDG,JFK,17:40,RYR
PVG,ATL,03:45,LOT
AMS,ORD,06:30,ANA
FRA,CPT,10:20,BAW
FCO,CDG,16:05,FIN
ATL,ZRH,13:50,BAW
SIN,PVG,12:15,IBE
CPT,ATL,08:55,SWR
HND,DXB,15:05,BAW
MXP,CPT,16:35,KLM
CDG,LHR,20:00,BAW
MAD,SIN,23:40,LOT
ATL,LAX,07:55,IBE
NRT,DFW,12:05,AFR
SIN,FCO,14:40,AZA
DXB,MXP,14:40,RYR
AMS,HND,18:05,IBE
ORD,FRA,11:10,AEE
PEK,NRT,07:55,IBE
ORD,MAD,14:45,IBE
ZRH,DXB,15:40,FIN
HND,ATL,20:05,ANA
ORD,NRT,13:40,AAL
LHR,NRT,05:20,KLM
SIN,JFK,04:00,UAL
MAD,LAX,09:45,DLH
PEK,LHR,23:20,MAS
MXP,FCO,08:10,AZA
MXP,NRT,12:30,AAL
FCO,FRA,02:25,KLM
DXB,ATL,19:10,FIN
ZRH,JFK,16:45,BAW
PVG,JFK,19:55,AFL
ZRH,JFK,12:50,SWR
FRA,DXB,14:25,IBE
CPT,MXP,04:20,AEE
MAD,LAX,15:15,AEE
DFW,FRA,16:40,DLH
CDG,CPT,09:50,AEE
LAX,FRA,20:05,SWR
NRT,CPT,04:50,FIN
JFK,DXB,19:10,KLM
DFW,FCO,05:05,AFR
CDG,NRT,01:15,RYR
AMS,PVG,23:15,AFR
MXP,PVG,18:50,AAL
MXP,CDG,13:10,ANA
LHR,AMS,06:25,MAS
LHR,MAD,05:35,SWR
ORD,HND,06:35,RYR
ORD,HND,03:25,AZA
NRT,ORD,23:15,SWR
ATL,SIN,05:30,KLM
CDG,FCO,18:30,DLH
DXB,LAX,15:05,KLM
SIN,CPT,00:30,AAL
LAX,LHR,19:05,UAL
CPT,PEK,14:35,UAL
FRA,HND,07:10,DLH
DFW,ORD,10:45,MAS
FCO,PEK,06:50,AAL
PVG,FCO,08:50,SWR
LAX,LHR,04:50,DLH
DXB,JFK,07:20,AFL
LHR,MAD,11:20,ANA
JFK,PVG,18:10,AAL
FRA,FCO,18:35,ANA
LAX,FCO,13:50,AEE
LHR,PVG,08:45,KLM
DXB,FCO,01:55,SWR
FCO,JFK,04:30,AFL
PEK,FRA,14:30,LOT
NRT,ATL,09:35,KLM
PEK,LAX,17:30,AEE
AMS,PVG,09:20,LOT
ATL,ZRH,16:05,IBE
DFW,LAX,23:00,AFR
ZRH,HND,13:10,AFR
PEK,LAX,12:30,LOT
ZRH,JFK,06:35,WZZ
FCO,ZRH,09:45,AFL
ORD,CDG,10:50,AZA
MAD,PVG,16:50,KLM
AMS,MAD,16:00,BAW
HND,FCO,13:15,SWR
DFW,FRA,10:35,AFR
NRT,CDG,15:30,IBE
HND,PEK,06:50,AFR
DXB,LAX,13:05,AZA
ORD,DXB,22:10,KLM
ZRH,FRA,06:05,FIN
MAD,ORD,09:20,DLH
ORD,HND,13:05,ANA
MAD,NRT,21:50,MAS
FCO,PEK,17:10,AAL
AMS,FRA,02:10,ANA
HND,JFK,20:15,AAL
DXB,CPT,06:40,FIN
ORD,NRT,00:00,IBE
CDG,AMS,10:20,IBE
ORD,FRA,02:10,IBE
DFW,LAX,09:00,ANA
ZRH,LAX,08:10,KLM
SIN,LHR,18:35,AZA
FCO,CPT,15:40,SWR
ATL,ORD,23:55,AEE
LAX,NRT,09:10,IBE
LAX,MXP,23:55,DLH
ZRH,ATL,13:00,AZA
LAX,JFK,06:00,LOT
AMS,NRT,18:45,AZA
HND,FRA,07:00,WZZ
FCO,MAD,07:00,DLH
DFW,NRT,02:15,FIN
NRT,LAX,01:15,UAL
FRA,ORD,05:20,FIN
MAD,JFK,04:45,AAL
DXB,LAX,08:40,LOT
FRA,LHR,09:55,MAS
LHR,JFK,12:00,ANA
HND,ZRH,07:45,UAL
FCO,JFK,01:15,AZA
ATL,MAD,17:45,WZZ
PEK,ZRH,18:00,ANA
LHR,FCO,01:00,DLH
ATL,ZRH,05:00,RYR
JFK,ORD,04:20,DLH
HND,ORD,23:50,AFL
CDG,MXP,08:45,SWR
LAX,FRA,16:00,IBE
HND,DFW,23:55,AFR
PEK,AMS,21:00,KLM
MAD,DFW,11:00,KLM
DFW,JFK,10:45,AFL
AMS,ZRH,10:55,LOT
AMS,PVG,00:10,AAL
DXB,ATL,01:00,MAS
ORD,DXB,13:55,SWR
DXB,LHR,10:50,AFR
NRT,SIN,12:00,ANA
MXP,DXB,12:45,RYR
CDG,HND,09:45,IBE
SIN,MAD,19:05,AEE
ATL,FCO,14:10,BAW
ORD,LHR,08:10,AZA
PVG,MAD,14:55,ANA
JFK,DXB,16:50,SWR
DXB,FRA,23:00,AFL
MAD,ORD,08:55,BAW
ORD,MAD,13:15,FIN
DXB,FRA,03:35,SWR
ZRH,JFK,02:30,AFL
CPT,LHR,01:30,AZA
DFW,MAD,21:20,SWR
CPT,FRA,18:45,WZZ
CPT,MXP,11:25,IBE
PVG,ATL,16:15,BAW
JFK,LAX,23:10,SWR
MAD,CPT,12:30,AFR
SIN,MXP,13:35,MAS
ATL,SIN,12:20,RYR
HND,ATL,11:40,AFL
SIN,NRT,05:00,FIN
ZRH,ATL,17:40,KLM
ORD,FRA,06:05,ANA
FRA,FCO,02:35,AFL
AMS,FRA,14:50,AZA
LHR,LAX,11:55,UAL
AMS,FRA,20:55,AZA
CPT,HND,17:30,AZA
JFK,LAX,21:20,LOT
CPT,JFK,15:55,FIN
MXP,LAX,12:45,KLM
AMS,PEK,15:15,ANA
AMS,ZRH,12:20,AFL
JFK,CPT,23:50,KLM
MXP,MAD,15:50,AAL
AMS,PEK,23:00,BAW
LAX,CPT,14:10,RYR
ATL,LAX,03:15,IBE
CPT,NRT,01:15,WZZ
FRA,ORD,06:40,ANA
HND,FCO,05:00,FIN
CDG,ATL,15:10,LOT
ZRH,ORD,07:15,AFR
ZRH,MAD,16:55,UAL
MXP,HND,21:15,ANA
CDG,FCO,03:35,AFL
NRT,PVG,00:35,BAW
LHR,PEK,23:05,AEE
MXP,JFK,20:25,KLM
LAX,HND,19:55,UAL
CDG,SIN,03:20,WZZ
MAD,ZRH,09:20,FIN
DXB,JFK,04:15,UAL
CDG,SIN,03:50,UAL
LAX,NRT,20:00,BAW
CPT,MAD,13:20,AFR
CDG,SIN,16:40,RYR
ORD,ATL,11:10,UAL
MAD,CPT,06:20,AFR
AMS,MXP,02:15,UAL
FRA,HND,07:45,AFL
HND,CDG,14:50,AAL
CPT,NRT,01:35,AFL
DXB,ZRH,06:20,KLM
ZRH,LHR,21:30,ANA
ZRH,MAD,03:35,KLM
HND,FRA,14:05,KLM
MXP,SIN,05:20,LOT
SIN,AMS,14:15,MAS
PVG,DXB,16:15,ANA
ORD,NRT,09:50,AFL
DFW,AMS,12:30,WZZ
LAX,ZRH,23:35,AEE
ATL,PEK,15:50,DLH
MXP,SIN,06:10,UAL
JFK,LAX,13:50,FIN
PEK,LHR,06:30,MAS
AMS,HND,09:50,SWR
ORD,MXP,04:20,MAS
SIN,ATL,11:45,LOT
FCO,ZRH,11:55,RYR
DXB,LAX,02:45,ANA
ZRH,HND,05:45,WZZ
NRT,SIN,01:05,IBE
CPT,ATL,14:50,SWR
DFW,HND,02:05,AFL
DFW,PEK,02:20,SWR
AMS,ATL,20:20,DLH
ORD,LHR,02:35,WZZ
SIN,DXB,22:10,RYR
FRA,CDG,03:20,WZZ
FRA,LAX,14:40,RYR
CDG,HND,05:45,AFL
ZRH,MAD,18:10,UAL
CDG,PEK,14:50,MAS
LAX,CDG,18:10,AFL
LAX,ORD,21:40,BAW
DXB,PEK,05:05,MAS
MXP,HND,06:35,IBE
LHR,CDG,03:15,AFL
FRA,DFW,21:15,SWR
AMS,FRA,05:45,AAL
SIN,FRA,19:05,AEE
ATL,HND,22:40,IBE
PVG,DFW,16:55,AFL
HND,NRT,17:10,UAL
NRT,HND,08:20,SWR
MAD,JFK,10:45,ANA
HND,PEK,20:25,KLM
NRT,HND,19:40,WZZ
SIN,CPT,17:40,AZA
FCO,SIN,00:35,WZZ
LHR,ORD,13:20,KLM
ZRH,DFW,18:55,WZZ
PEK,CPT,10:25,ANA
CDG,MXP,07:55,ANA
JFK,ATL,10:20,FIN
LHR,MXP,11:20,AAL
ORD,CDG,01:10,MAS
PVG,ORD,13:30,FIN
FCO,ZRH,22:20,KLM
ATL,PEK,02:10,AZA
ORD,LHR,06:05,MAS
DFW,LHR,05:35,RYR
CPT,NRT,18:20,RYR
SIN,CPT,05:00,AAL
FRA,LAX,19:50,AZA
DXB,AMS,13:15,FIN
MXP,HND,00:10,FIN
AMS,FRA,23:15,AEE
PEK,PVG,19:40,LOT
CPT,PVG,14:50,FIN
PEK,NRT,19:25,IBE
NRT,DXB,17:35,AZA
LHR,DFW,13:05,AZA
SIN,MXP,10:10,DLH
FCO,MXP,13:10,SWR
ORD,CDG,14:10,IBE
PVG,MXP,16:10,UAL
MAD,FRA,03:05,AZA
NRT,CPT,23:55,AEE
DFW,AMS,19:55,MAS
DXB,SIN,15:30,KLM
FCO,PEK,16:45,IBE
HND,PEK,16:20,BAW
ZRH,LAX,16:20,AFR
HND,LAX,15:25,AFL
ORD,DFW,11:00,UAL
MAD,DXB,17:00,IBE
MXP,NRT,11:55,SWR
ATL,MXP,11:15,UAL
SIN,MXP,16:35,AEE
DXB,JFK,09:00,FIN
MXP,MAD,07:40,AFL
HND,LAX,13:15,SWR
ZRH,CDG,11:35,AFR
DXB,ATL,01:35,AZA
MAD,CDG,16:50,SWR
MAD,NRT,14:40,WZZ
AMS,SIN,02:50,LOT
LHR,DFW,09:20,AFR
CDG,NRT,06:45,AFL
FCO,AMS,08:55,ANA
NRT,CDG,19:50,LOT
ZRH,CPT,12:15,ANA
ATL,LHR,20:30,AFL
ZRH,FCO,01:50,WZZ
MXP,DFW,19:10,WZZ
ORD,MXP,03:00,WZZ
MXP,FCO,21:00,AAL
NRT,FCO,22:35,AEE
ATL,FRA,01:05,KLM
MAD,ORD,18:05,IBE
ATL,CPT,07:10,MAS
ZRH,ATL,05:00,BAW
ZRH,NRT,18:50,AFL
AMS,NRT,16:15,KLM
ORD,JFK,01:45,UAL
MXP,CPT,04:25,FIN
PEK,HND,11:20,IBE
JFK,AMS,05:05,SWR
NRT,PVG,16:35,IBE
MXP,PEK,16:25,UAL
JFK,HND,04:00,IBE
MXP,SIN,09:35,KLM
PEK,MAD,22:50,ANA
CDG,MAD,10:00,AEE
FCO,FRA,14:55,WZZ
NRT,ORD,15:20,ANA
SIN,PEK,06:15,WZZ
ATL,PVG,17:10,KLM
NRT,DXB,17:55,AZA
AMS,DXB,15:05,MAS
ORD,CPT,20:30,BAW
HND,LAX,23:35,RYR
FRA,ATL,01:15,LOT
HND,ZRH,08:05,SWR
CPT,MAD,07:10,AAL
FCO,DXB,06:00,FIN
PEK,ATL,14:05,SWR
ATL,AMS,09:40,SWR
CPT,LAX,00:20,LOT
LAX,PVG,17:20,ANA
DFW,CPT,14:50,AZA
FCO,HND,03:55,KLM
ZRH,DXB,20:50,AZA
FCO,ATL,17:25,WZZ
JFK,DFW,09:15,AAL
LHR,PVG,21:00,AEE
PEK,CDG,22:35,AFL
ATL,MAD,23:10,AZA
DXB,CDG,15:45,KLM
CDG,ZRH,13:45,AEE
FRA,ORD,23:50,RYR
ATL,SIN,00:50,MAS
LAX,JFK,23:40,AZA
ATL,JFK,03:30,AAL
ZRH,HND,18:15,RYR
LHR,PEK,15:40,SWR
LAX,DFW,11:15,LOT
MXP,LAX,17:45,AEE
ZRH,DXB,21:10,WZZ
SIN,LHR,12:40,MAS
NRT,CDG,19:35,SWR
PEK,FRA,07:50,ANA
MXP,ZRH,22:15,AFL
PEK,AMS,19:40,ANA
NRT,HND,14:25,SWR
AMS,LAX,17:25,LOT
PVG,CPT,10:00,MAS
DXB,ORD,21:50,FIN
PVG,FRA,03:05,AFR
MAD,LAX,23:40,AFL
MAD,HND,20:00,AEE
DFW,DXB,05:20,UAL
MXP,HND,04:30,DLH
ZRH,FCO,00:40,BAW
FRA,LHR,18:20,RYR
LAX,FRA,20:00,AEE
FCO,MXP,17:35,LOT
FCO,PEK,08:45,AFR
FRA,ZRH,11:35,UAL
SIN,LHR,00:25,UAL
PVG,MAD,12:45,RYR
FCO,ZRH,03:30,FIN
SIN,NRT,23:30,RYR
NRT,DXB,09:50,WZZ
SIN,LHR,09:50,LOT
CPT,DFW,06:10,FIN
DXB,LAX,19:50,UAL
ATL,MAD,17:25,RYR
HND,JFK,20:40,AFR
AMS,ZRH,18:40,FIN
AMS,DFW,17:25,AAL
JFK,CPT,17:55,UAL
LAX,MXP,06:10,UAL
SIN,DFW,08:55,FIN
FCO,DFW,12:50,DLH
LAX,ATL,06:00,LOT
DXB,ORD,06:45,FIN
MAD,PVG,03:40,WZZ
ZRH,PVG,12:25,WZZ
PVG,CDG,23:55,IBE
DFW,ORD,16:55,AAL
NRT,ZRH,23:30,DLH
HND,JFK,19:45,AFL
AMS,NRT,16:50,KLM
FRA,PEK,19:10,AZA
AMS,CDG,16:55,WZZ
ZRH,DFW,22:15,DLH
LAX,JFK,10:15,AFL
DFW,CDG,00:15,FIN
JFK,DFW,20:05,FIN
NRT,PEK,13:30,RYR
ORD,FRA,16:50,AAL
HND,MAD,16:00,ANA
MAD,DFW,14:30,AFR
DXB,ATL,14:20,AEE
FRA,HND,22:00,SWR
SIN,ORD,23:00,AZA
ATL,DXB,19:40,SWR
DFW,CDG,04:45,RYR
DFW,AMS,17:00,KLM
DXB,DFW,21:10,AFL
JFK,FCO,02:05,KLM
LAX,CPT,23:05,FIN
ORD,CDG,05:20,SWR
AMS,NRT,12:15,MAS
NRT,LAX,08:20,AFR
MXP,PVG,17:15,AFR
MAD,LAX,11:50,DLH
DXB,FCO,10:50,BAW
SIN,FCO,04:50,MAS
AMS,LAX,06:30,AFL
MXP,DXB,17:55,ANA
FRA,AMS,06:30,LOT
ATL,FCO,11:40,AAL
JFK,PEK,08:10,ANA
ATL,NRT,22:30,FIN
SIN,DXB,15:30,MAS
SIN,ATL,17:50,RYR
CPT,SIN,07:50,LOT
LAX,DXB,20:05,WZZ
CPT,DFW,02:55,IBE
ZRH,MAD,04:15,UAL
CPT,FRA,05:30,WZZ
LAX,CPT,11:10,LOT
LAX,MAD,14:00,AAL
FRA,PEK,23:00,DLH
MXP,JFK,14:50,BAW
PVG,AMS,18:00,UAL
MAD,FCO,09:15,ANA
DXB,PEK,05:25,KLM
MAD,PVG,14:00,SWR
DXB,CPT,02:20,LOT
AMS,CPT,09:35,WZZ
LAX,ORD,10:45,AEE
SIN,AMS,07:10,BAW
ZRH,PEK,07:10,LOT
ZRH,MAD,09:25,ANA
MAD,ATL,22:05,AZA
DXB,ATL,08:20,UAL
ATL,ZRH,17:35,IBE
DXB,DFW,10:40,ANA
LAX,CPT,22:25,ANA
NRT,ZRH,00:20,UAL
DXB,MXP,02:30,RYR
LAX,CDG,16:55,LOT
LHR,ORD,04:35,DLH
AMS,DFW,22:00,AAL
NRT,MAD,01:10,AFR
JFK,SIN,22:20,AFR
ATL,MAD,00:10,AFL
JFK,LHR,00:15,BAW
AMS,ORD,11:00,RYR
DXB,MXP,14:20,DLH
CPT,NRT,21:45,AFR
FRA,ORD,16:40,RYR
JFK,LHR,07:10,RYR
HND,PEK,11:05,UAL
LAX,FCO,11:20,AFL
ORD,LHR,01:25,ANA
ORD,CDG,12:30,AFL
MAD,CDG,22:20,BAW
NRT,DFW,23:55,AFR
FCO,LAX,11:00,AFR
NRT,HND,09:05,FIN
MXP,DFW,16:25,WZZ
ORD,PVG,08:15,DLH
FCO,PEK,23:55,FIN
MXP,LHR,14:50,MAS
MAD,NRT,20:55,ANA
FRA,MXP,00:25,AFL
MXP,NRT,12:50,WZZ
FRA,MXP,02:05,RYR
ORD,LHR,19:30,UAL
LAX,PVG,12:55,AFR
FRA,ORD,22:05,KLM
CDG,ATL,14:30,WZZ
MXP,LHR,22:35,AFR
LAX,HND,18:20,AAL
PVG,DXB,15:30,AEE
CDG,NRT,01:10,UAL
ORD,JFK,14:15,FIN
HND,AMS,17:40,AAL
AMS,SIN,03:35,AFR
DXB,PVG,12:50,AFR
ZRH,AMS,23:40,RYR
SIN,FCO,20:20,IBE
MXP,FCO,04:00,BAW
ORD,AMS,04:00,AZA
ATL,MXP,08:00,KLM
MAD,JFK,08:55,AZA
DXB,ATL,20:00,AAL
NRT,SIN,12:30,ANA
ZRH,FCO,11:50,DLH
HND,MAD,22:10,UAL
HND,NRT,08:55,MAS
ATL,PVG,18:00,AEE
SIN,PVG,17:30,SWR
PVG,LHR,01:45,AZA
FCO,PEK,10:55,WZZ
PVG,ORD,17:40,UAL
CDG,NRT,23:10,AAL
CDG,LAX,03:00,DLH
MAD,LHR,18:25,BAW
FCO,ATL,06:50,ANA
FRA,NRT,13:25,AZA
ZRH,MAD,07:30,KLM
PEK,DXB,11:15,AAL
ORD,NRT,09:55,AFR
PEK,MAD,01:35,BAW
DXB,PVG,21:15,AFR
DFW,CDG,16:25,IBE
FRA,ZRH,15:00,DLH
PVG,MAD,13:20,AFL
SIN,HND,07:20,FIN
LAX,MXP,17:15,FIN
FCO,MAD,18:15,AAL
CPT,CDG,12:50,SWR
PEK,SIN,07:35,BAW
SIN,MAD,08:25,FIN
LAX,SIN,22:50,BAW
MXP,HND,19:35,BAW
PEK,CDG,19:45,ANA
ORD,CDG,01:20,AFL
JFK,NRT,14:25,BAW
SIN,DFW,02:10,RYR
CDG,MAD,23:10,IBE
NRT,JFK,11:40,AFR
DXB,AMS,18:35,LOT
FRA,PVG,04:00,AFR
PEK,ATL,21:20,FIN
MXP,LHR,07:15,WZZ
MXP,MAD,01:10,MAS
HND,LAX,01:10,UAL
DFW,SIN,14:50,LOT
FCO,SIN,19:55,RYR
MAD,ATL,11:20,LOT
SIN,FCO,15:30,AFR
ATL,MXP,02:00,KLM
CDG,ORD,05:25,RYR
AMS,SIN,00:25,WZZ
LHR,CPT,05:35,AFR
NRT,ATL,09:25,AFL
MXP,CDG,06:15,WZZ
ZRH,JFK,06:30,ANA
JFK,PEK,13:50,AAL
LHR,MAD,20:15,AFR
ORD,MAD,21:25,AZA
MAD,ZRH,19:15,SWR
ZRH,LAX,03:40,AZA
PEK,MXP,10:45,AZA
LAX,NRT,03:35,FIN
CDG,MXP,03:30,UAL
DFW,CPT,08:45,KLM
JFK,ATL,17:35,LOT
FRA,JFK,19:15,FIN
MXP,CPT,05:50,WZZ
SIN,HND,21:55,BAW
LHR,DXB,12:35,BAW
ZRH,NRT,08:25,AFR
ZRH,JFK,08:30,BAW
ORD,PVG,13:40,ANA
LAX,PEK,14:40,DLH
MAD,DXB,04:30,AEE
AMS,HND,00:30,WZZ
SIN,LHR,21:00,AAL
MAD,FCO,03:10,UAL
LHR,CDG,23:15,KLM
FRA,JFK,13:25,BAW
DFW,MAD,16:50,AEE
CDG,LHR,01:35,MAS
PEK,ATL,03:35,MAS
NRT,PEK,00:30,WZZ
FCO,AMS,19:15,IBE
ORD,AMS,23:10,DLH
ORD,ATL,17:20,FIN
MAD,PEK,23:50,AFR
MAD,CDG,15:40,RYR
JFK,HND,03:15,MAS
DFW,NRT,15:10,LOT
LHR,HND,20:55,BAW
DXB,FRA,07:50,SWR
AMS,PVG,21:15,RYR
DFW,FRA,23:45,FIN
ATL,ORD,23:10,DLH
AMS,CPT,05:10,AAL
HND,JFK,15:40,IBE
NRT,HND,02:30,WZZ
LAX,ORD,20:55,ANA
PVG,LHR,11:35,AFL
FRA,JFK,14:10,AAL
DFW,CDG,15:00,BAW
ZRH,LAX,23:40,ANA
LHR,DXB,11:05,AEE
ATL,DFW,00:00,AEE
LHR,JFK,13:40,SWR
SIN,ATL,20:30,UAL
LHR,DFW,03:10,KLM
JFK,CDG,03:10,AZA
DFW,LAX,01:30,AAL
DXB,FCO,06:40,AEE
LAX,MAD,14:25,DLH
JFK,LHR,02:55,BAW
PEK,MXP,00:05,FIN
ORD,LHR,09:45,FIN
ORD,ZRH,07:25,AFR
SIN,MXP,19:40,AEE
DFW,CDG,09:15,RYR
MAD,PVG,08:55,LOT
HND,AMS,11:50,BAW
FRA,CDG,04:15,SWR
PEK,NRT,16:25,AEE
HND,ORD,03:40,FIN
CPT,JFK,14:15,SWR
ZRH,LAX,07:35,FIN
ATL,CDG,05:15,AFL
ZRH,HND,11:50,AFR
AMS,DXB,01:30,BAW
PVG,FCO,18:15,LOT
AMS,ATL,21:50,IBE
PVG,LHR,15:45,AFL
ZRH,HND,19:45,IBE
JFK,LAX,14:15,BAW
CDG,ZRH,08:20,KLM
HND,CDG,12:50,IBE
DXB,PVG,10:15,MAS
CDG,ORD,10:10,AFR
FRA,SIN,10:35,AFL
ORD,ATL,15:25,AFR
LAX,ZRH,04:40,ANA
ATL,DXB,13:35,KLM
AMS,JFK,04:10,ANA
DFW,JFK,08:35,LOT
DXB,MAD,21:40,AZA
HND,CPT,10:30,MAS
AMS,DXB,13:45,MAS
NRT,FRA,15:30,DLH
PEK,MAD,09:10,DLH
DXB,MAD,19:55,RYR
NRT,DFW,11:25,AFL
LHR,SIN,22:00,UAL
PVG,LAX,04:55,DLH
CDG,FRA,04:45,AZA
CPT,ORD,05:55,UAL
ZRH,DFW,00:25,AEE
AMS,LAX,05:05,WZZ
FCO,DFW,23:45,AFR
DFW,MXP,14:45,AZA
ATL,JFK,18:50,IBE
CDG,PVG,11:25,FIN
LHR,SIN,05:45,AEE
CPT,JFK,11:45,RYR
SIN,JFK,13:45,ANA
MAD,LAX,10:25,BAW
PVG,LAX,17:40,AAL
JFK,PEK,11:55,AFR
LAX,DFW,10:30,AEE
LHR,ATL,10:45,WZZ
ORD,NRT,18:25,DLH
AMS,CDG,13:25,AEE
PVG,AMS,14:15,SWR
DFW,NRT,19:00,DLH
PVG,HND,16:55,AZA
